,location,total_sqft,bath,price,bhk
2409,HBR Layout,1200.0,2.0,60.0,2
2410,HBR Layout,1004.0,2.0,49.0,2
2411,HBR Layout,1783.0,3.0,125.0,3
2412,HBR Layout,1656.0,3.0,90.0,3
2413,HBR Layout,1089.0,2.0,60.0,2
2414,HBR Layout,1700.0,3.0,110.0,3
2415,HBR Layout,1198.0,2.0,65.0,2
2416,HBR Layout,1200.0,4.0,115.0,4
2417,HBR Layout,1200.0,2.0,120.0,2
2418,HBR Layout,1832.0,3.0,160.0,3
2419,HRBR Layout,1374.0,2.0,95.0,2
2420,HRBR Layout,1440.0,2.0,98.0,2
2421,HRBR Layout,1567.0,3.0,90.0,3
2422,HRBR Layout,2800.0,3.0,250.0,3
2423,HRBR Layout,1210.0,2.0,75.0,2
2424,HRBR Layout,1265.0,2.0,78.0,2
2425,HRBR Layout,1170.0,2.0,75.0,2
2426,HRBR Layout,1335.0,2.0,87.0,3
2427,HRBR Layout,1900.0,3.0,90.0,4
2428,HRBR Layout,1625.0,3.0,120.0,3
2429,HRBR Layout,1301.0,2.0,120.0,2
2430,HRBR Layout,1145.0,2.0,68.5,2
2431,HRBR Layout,1300.0,2.0,90.0,2
2432,HSR Layout,1400.0,3.0,56.0,3
2433,HSR Layout,1372.0,2.0,68.0,2
2434,HSR Layout,1430.0,2.0,65.0,3
2435,HSR Layout,1475.0,3.0,75.0,3
2436,HSR Layout,1467.0,2.0,55.0,2
2437,HSR Layout,1140.0,2.0,46.0,2
2438,HSR Layout,1372.0,2.0,61.0,2
2439,HSR Layout,1750.0,3.0,95.0,3
2440,HSR Layout,2424.0,3.0,90.0,3
2441,HSR Layout,1027.0,2.0,44.0,2
2442,HSR Layout,1650.0,3.0,110.0,3
2443,HSR Layout,1140.0,2.0,46.0,2
2444,HSR Layout,1372.0,2.0,61.0,2
2445,HSR Layout,1140.0,2.0,46.0,2
2446,HSR Layout,1185.0,2.0,60.0,2
2447,HSR Layout,1127.0,2.0,68.0,2
2448,HSR Layout,1600.0,2.0,115.0,3
2449,HSR Layout,1145.0,2.0,48.0,2
2450,HSR Layout,1009.0,2.0,56.0,2
2451,HSR Layout,1300.0,2.0,98.0,2
2452,HSR Layout,2400.0,3.0,88.0,3
2453,HSR Layout,1140.0,2.0,46.0,2
2454,HSR Layout,1126.0,2.0,69.0,2
2455,HSR Layout,1360.0,2.0,53.0,3
2456,HSR Layout,1140.0,2.0,46.0,2
2457,HSR Layout,1145.0,2.0,46.0,2
2458,HSR Layout,1142.0,2.0,65.0,2
2459,HSR Layout,1145.0,2.0,46.0,2
2460,HSR Layout,1844.0,3.0,95.0,3
2461,HSR Layout,1203.0,2.0,72.0,2
2462,HSR Layout,1140.0,2.0,46.0,2
2463,HSR Layout,4200.0,5.0,245.0,5
2464,HSR Layout,1140.0,2.0,46.0,2
2465,HSR Layout,1145.0,2.0,46.0,2
2466,HSR Layout,1009.0,2.0,56.0,2
2467,HSR Layout,1145.0,2.0,46.0,2
2468,HSR Layout,1100.0,2.0,44.0,2
2469,HSR Layout,1203.0,2.0,60.0,2
2470,HSR Layout,1120.0,2.0,70.0,2
2471,HSR Layout,1140.0,2.0,46.0,2
2472,HSR Layout,1289.0,2.0,70.0,2
2473,HSR Layout,1844.0,3.0,89.0,3
2474,HSR Layout,1203.0,2.0,60.0,2
2475,HSR Layout,1140.0,2.0,46.0,2
2476,Haralur Road,1240.0,2.0,70.0,2
2477,Haralur Road,1027.0,2.0,44.0,2
2478,Haralur Road,1464.0,3.0,56.0,3
2479,Haralur Road,2805.0,5.0,154.0,4
2480,Haralur Road,1194.0,2.0,47.0,2
2481,Haralur Road,1202.0,2.0,53.0,2
2482,Haralur Road,1056.0,2.0,61.0,2
2483,Haralur Road,1464.0,3.0,56.0,3
2484,Haralur Road,1810.0,3.0,100.0,3
2485,Haralur Road,1194.0,2.0,46.0,2
2486,Haralur Road,2805.0,4.0,154.0,4
2487,Haralur Road,1225.0,2.0,67.38,2
2488,Haralur Road,1243.0,2.0,46.0,2
2489,Haralur Road,1027.0,2.0,44.0,2
2490,Haralur Road,1920.0,3.0,115.0,3
2491,Haralur Road,1875.0,3.0,110.0,3
2492,Haralur Road,1194.0,2.0,47.0,2
2493,Haralur Road,1140.0,2.0,43.0,2
2494,Haralur Road,1027.0,2.0,44.0,2
2495,Haralur Road,1194.0,2.0,46.0,2
2496,Haralur Road,2017.0,3.0,125.0,3
2497,Haralur Road,1140.0,2.0,43.0,2
2498,Haralur Road,1875.0,3.0,110.0,3
2499,Haralur Road,1092.0,2.0,44.0,2
2500,Haralur Road,2475.0,4.0,130.0,3
2501,Haralur Road,1300.0,2.0,73.0,2
2502,Haralur Road,1194.0,2.0,47.0,2
2503,Haralur Road,1243.0,2.0,46.0,2
2504,Haralur Road,1850.0,3.0,110.0,3
2505,Haralur Road,1225.0,2.0,67.38,2
2506,Haralur Road,1243.0,2.0,46.0,2
2507,Haralur Road,3400.0,5.0,240.0,4
2508,Haralur Road,1464.0,2.0,56.0,2
2509,Haralur Road,1230.0,2.0,78.0,2
2510,Haralur Road,1000.0,2.0,44.0,2
2511,Haralur Road,3185.0,2.0,175.0,4
2512,Haralur Road,1300.0,2.0,79.0,2
2513,Haralur Road,1444.0,2.0,80.0,3
2514,Haralur Road,1088.0,2.0,68.0,2
2515,Haralur Road,1027.0,2.0,44.0,2
2516,Haralur Road,1464.0,3.0,56.0,3
2517,Haralur Road,1225.0,2.0,70.0,2
2518,Haralur Road,1464.0,3.0,56.0,3
2519,Haralur Road,1194.0,2.0,46.0,2
2520,Haralur Road,1830.0,3.0,101.0,3
2521,Haralur Road,1810.0,3.0,126.0,3
2522,Haralur Road,1464.0,2.0,56.0,2
2523,Haralur Road,1520.0,2.0,96.0,3
2524,Haralur Road,1300.0,2.0,75.0,2
2525,Haralur Road,2017.0,2.0,125.0,3
2526,Haralur Road,1243.0,2.0,46.0,2
2527,Haralur Road,1027.0,2.0,44.0,2
2528,Haralur Road,2805.0,5.0,160.0,4
2529,Haralur Road,1243.0,2.0,46.0,2
2530,Haralur Road,1027.0,2.0,44.0,2
2531,Haralur Road,2017.0,3.0,105.0,3
2532,Haralur Road,1243.0,2.0,46.0,2
2533,Haralur Road,1243.0,2.0,46.0,2
2534,Haralur Road,1520.0,2.0,90.0,3
2535,Haralur Road,1300.0,2.0,60.0,2
2536,Haralur Road,1985.0,3.0,130.0,3
2537,Haralur Road,1255.0,2.0,90.0,3
2538,Haralur Road,1056.0,2.0,60.0,2
2539,Haralur Road,1140.0,2.0,42.0,2
2540,Haralur Road,1245.0,2.0,62.0,2
2541,Haralur Road,1140.0,2.0,58.0,2
2542,Haralur Road,1140.0,2.0,42.0,2
2543,Haralur Road,1027.0,2.0,43.0,2
2544,Haralur Road,1194.0,2.0,47.0,2
2545,Haralur Road,1194.0,2.0,47.0,2
2546,Haralur Road,1560.0,3.0,90.0,3
2547,Haralur Road,1520.0,2.0,85.0,3
2548,Haralur Road,1243.0,2.0,45.0,2
2549,Haralur Road,1027.0,2.0,44.0,2
2550,Haralur Road,1194.0,2.0,46.0,2
2551,Haralur Road,1650.0,3.0,100.0,3
2552,Haralur Road,1580.0,3.0,73.0,3
2553,Haralur Road,1243.0,2.0,46.0,2
2554,Haralur Road,1194.0,2.0,47.0,2
2555,Haralur Road,2805.0,4.0,154.0,4
2556,Haralur Road,1520.0,2.0,96.0,3
2557,Haralur Road,1510.0,3.0,83.05,3
2558,Haralur Road,1056.0,2.0,65.0,2
2559,Haralur Road,1810.0,3.0,100.0,3
2560,Haralur Road,1243.0,2.0,46.0,2
2561,Haralur Road,575.0,1.0,38.0,1
2562,Haralur Road,1194.0,2.0,46.0,2
2563,Haralur Road,1243.0,2.0,46.0,2
2564,Haralur Road,1194.0,2.0,46.0,2
2565,Haralur Road,1140.0,2.0,43.0,2
2566,Haralur Road,1850.0,3.0,120.0,3
2567,Haralur Road,1194.0,2.0,47.0,2
2568,Haralur Road,1194.0,2.0,47.0,2
2569,Haralur Road,1464.0,3.0,56.0,3
2570,Haralur Road,1243.0,2.0,46.0,2
2571,Haralur Road,1710.0,3.0,85.0,3
2572,Haralur Road,1730.0,3.0,95.0,3
2573,Haralur Road,1243.0,2.0,46.0,2
2574,Haralur Road,1243.0,2.0,46.0,2
2575,Haralur Road,1243.0,2.0,46.0,2
2576,Haralur Road,1817.0,3.0,110.0,3
2577,Haralur Road,1225.0,2.0,77.0,2
2578,Haralur Road,1285.0,2.0,78.0,2
2579,Haralur Road,1225.0,2.0,67.48,2
2580,Haralur Road,1225.0,2.0,69.84,2
2581,Haralur Road,1200.0,2.0,46.0,2
2582,Haralur Road,1315.0,2.0,85.0,2
2583,Haralur Road,1976.0,3.0,92.0,3
2584,Haralur Road,1300.0,2.0,75.0,2
2585,Haralur Road,1309.0,2.0,82.0,2
2586,Haralur Road,1027.0,1.0,44.0,2
2587,Haralur Road,1243.0,2.0,46.0,2
2588,Haralur Road,1243.0,2.0,46.0,2
2589,Haralur Road,1140.0,2.0,43.0,2
2590,Haralur Road,1300.0,2.0,75.0,2
2591,Haralur Road,1243.0,2.0,46.0,2
2592,Haralur Road,1890.0,3.0,84.0,3
2593,Haralur Road,1230.0,2.0,67.65,2
2594,Haralur Road,1194.0,2.0,46.0,2
2595,Haralur Road,1092.0,2.0,44.0,2
2596,Haralur Road,1464.0,3.0,56.0,3
2597,Haralur Road,1255.0,3.0,90.0,3
2598,Haralur Road,1735.0,3.0,97.0,3
2599,Haralur Road,1810.0,3.0,97.83,3
2600,Haralur Road,1200.0,2.0,46.0,2
2601,Haralur Road,1243.0,2.0,46.0,2
2602,Haralur Road,1810.0,3.0,112.0,3
2603,Harlur,1508.0,2.0,77.0,2
2604,Harlur,1752.12,3.0,135.0,3
2605,Harlur,2450.0,3.0,120.0,3
2606,Harlur,1460.0,3.0,73.0,3
2607,Harlur,1709.0,3.0,150.0,3
2608,Harlur,1174.0,2.0,69.0,2
2609,Harlur,1033.0,2.0,49.0,2
2610,Harlur,1197.0,2.0,84.0,2
2611,Harlur,1757.0,3.0,132.0,3
2612,Harlur,1174.0,2.0,76.0,2
2613,Harlur,1754.0,3.0,125.0,3
2614,Harlur,1290.0,2.0,85.0,2
2615,Harlur,1752.12,3.0,116.0,3
2616,Harlur,1754.0,3.0,135.0,3
2617,Harlur,1754.0,3.0,124.0,3
2618,Harlur,1152.0,2.0,69.0,2
2619,Harlur,1290.0,2.0,87.0,2
2620,Harlur,1749.0,3.0,115.0,3
2621,Harlur,3385.0,4.0,260.0,4
2622,Harlur,2240.0,5.0,155.0,3
2623,Harlur,1758.0,3.0,133.0,3
2624,Harlur,1884.0,4.0,120.0,4
2625,Harlur,1197.0,2.0,79.0,2
2626,Harlur,1174.0,2.0,78.0,2
2627,Harlur,1730.0,3.0,100.0,3
2628,Harlur,2138.0,3.0,110.0,3
2629,Harlur,1200.0,2.0,52.0,2
2630,Harlur,1197.0,2.0,79.0,2
2631,Harlur,1749.0,3.0,112.0,3
2632,Harlur,1174.0,2.0,75.0,2
2633,Harlur,1750.0,3.0,136.0,3
2634,Harlur,1620.0,3.0,110.0,3
2635,Harlur,1414.0,3.0,77.5,3
2636,Harlur,1630.0,3.0,95.1,3
2637,Harlur,1762.0,3.0,133.0,3
2638,Harlur,1756.0,3.0,131.0,3
2639,Harlur,1755.0,3.0,130.0,3
2640,Harlur,1864.0,3.0,140.0,3
2641,Harlur,1331.0,2.0,88.0,2
2642,Harlur,1752.12,3.0,133.0,3
2643,Harlur,1133.0,2.0,55.0,2
2644,Harlur,1756.0,3.0,128.0,3
2645,Harlur,1749.0,3.0,120.0,3
2646,Harlur,1197.0,2.0,82.0,2
2647,Harlur,1303.0,2.0,90.0,2
2648,Harlur,1754.0,3.0,132.0,3
2649,Harlur,1174.0,2.0,75.0,2
2650,Harlur,1756.0,3.0,134.0,3
2651,Harlur,1197.0,2.0,78.0,2
2652,Harlur,1290.0,2.0,89.9,2
2653,Harlur,1386.0,2.0,85.0,2
2654,Harlur,1174.0,2.0,74.0,2
2655,Harlur,1174.0,2.0,78.0,2
2656,Harlur,1710.0,3.0,85.0,3
2657,Harlur,1755.0,3.0,115.0,3
2658,Harlur,2820.0,4.0,153.5,4
2659,Harlur,2569.0,4.0,175.0,4
2660,Harlur,1710.0,3.0,85.0,3
2661,Harlur,1197.0,2.0,77.0,2
2662,Harlur,1752.12,3.0,125.0,3
2663,Harlur,2569.0,5.0,180.0,4
2664,Harlur,1225.0,2.0,56.0,2
2665,Harlur,1197.0,2.0,76.0,2
2666,Harlur,2137.0,3.0,110.0,3
2667,Harlur,1197.0,2.0,75.0,2
2668,Harlur,1755.0,3.0,117.0,3
2669,Harlur,1197.0,2.0,79.9,2
2670,Harlur,936.0,2.0,45.0,2
2671,Harlur,2990.0,4.0,225.0,4
2672,Harlur,1370.0,2.0,88.0,2
2673,Harlur,1335.0,2.0,72.76,2
2674,Hebbal,1760.0,2.0,123.0,3
2675,Hebbal,5611.0,4.0,477.0,4
2676,Hebbal,1900.0,3.0,119.0,3
2677,Hebbal,1349.0,2.0,98.2,2
2678,Hebbal,2483.0,5.0,212.0,4
2679,Hebbal,1760.0,2.0,130.0,3
2680,Hebbal,3450.0,5.0,260.0,3
2681,Hebbal,1920.0,3.0,134.0,3
2682,Hebbal,1337.0,2.0,82.0,2
2683,Hebbal,1349.0,2.0,98.0,2
2684,Hebbal,1255.0,2.0,77.68,3
2685,Hebbal,1355.0,3.0,83.87,3
2686,Hebbal,1790.0,3.0,127.0,3
2687,Hebbal,687.0,2.0,42.72,2
2688,Hebbal,2790.0,5.0,198.0,4
2689,Hebbal,1985.0,4.0,189.0,3
2690,Hebbal,2483.0,5.0,215.0,4
2691,Hebbal,1080.0,2.0,54.0,2
2692,Hebbal,812.0,2.0,55.0,2
2693,Hebbal,2790.0,4.0,198.0,4
2694,Hebbal,3067.0,4.0,230.0,4
2695,Hebbal,2526.0,2.0,250.0,3
2696,Hebbal,3067.0,4.0,230.0,4
2697,Hebbal,1255.0,2.0,77.68,3
2698,Hebbal,823.0,2.0,50.63,2
2699,Hebbal,1420.0,2.0,123.0,2
2700,Hebbal,1069.0,3.0,65.4,3
2701,Hebbal,1420.0,2.0,99.39,2
2702,Hebbal,4235.0,4.0,365.0,4
2703,Hebbal,1700.0,3.0,124.0,3
2704,Hebbal,3960.0,5.0,386.0,4
2705,Hebbal,1420.0,2.0,99.39,2
2706,Hebbal,1355.0,3.0,83.87,3
2707,Hebbal,1440.0,2.0,115.0,2
2708,Hebbal,1100.0,2.0,54.0,2
2709,Hebbal,1355.0,3.0,83.87,3
2710,Hebbal,2400.0,4.0,180.0,3
2711,Hebbal,1255.0,2.0,77.68,3
2712,Hebbal,1420.0,2.0,107.0,2
2713,Hebbal,1320.0,2.0,92.0,2
2714,Hebbal,919.0,2.0,49.0,2
2715,Hebbal,1645.0,3.0,135.0,3
2716,Hebbal,2080.0,3.0,175.0,3
2717,Hebbal,1355.0,3.0,83.87,3
2718,Hebbal,2483.0,5.0,230.0,4
2719,Hebbal,2600.0,3.0,195.0,3
2720,Hebbal,1645.0,3.0,117.0,3
2721,Hebbal,1251.0,2.0,88.73,2
2722,Hebbal,1645.0,3.0,121.0,3
2723,Hebbal,1760.0,3.0,123.0,3
2724,Hebbal,2790.0,4.0,198.0,4
2725,Hebbal,3960.0,5.0,386.0,4
2726,Hebbal,1645.0,3.0,120.0,3
2727,Hebbal,1255.0,2.0,90.0,3
2728,Hebbal,1645.0,3.0,117.0,3
2729,Hebbal,1255.0,3.0,77.68,3
2730,Hebbal,1586.0,3.0,90.0,3
2731,Hebbal,1636.0,3.0,119.0,3
2732,Hebbal,2661.0,2.0,226.5,3
2733,Hebbal,1255.0,2.0,95.0,3
2734,Hebbal,2790.0,4.0,198.0,4
2735,Hebbal,1269.0,2.0,73.0,3
2736,Hebbal,1255.0,2.0,95.0,3
2737,Hebbal,1088.0,2.0,61.45,2
2738,Hebbal,1349.0,2.0,97.8,2
2739,Hebbal,1255.0,3.0,77.68,3
2740,Hebbal,1344.0,2.0,108.0,2
2741,Hebbal,1255.0,2.0,90.0,3
2742,Hebbal,1255.0,3.0,77.68,3
2743,Hebbal,1138.0,2.0,110.0,2
2744,Hebbal,2790.0,5.0,204.0,4
2745,Hebbal,1088.0,2.0,62.0,2
2746,Hebbal,1987.0,4.0,165.0,3
2747,Hebbal,2790.0,5.0,198.0,4
2748,Hebbal,1299.0,2.0,100.0,2
2749,Hebbal,1200.0,2.0,60.0,2
2750,Hebbal,1645.0,3.0,117.0,3
2751,Hebbal,1390.0,2.0,95.0,2
2752,Hebbal,1333.0,2.0,100.0,2
2753,Hebbal,1355.0,3.0,83.87,3
2754,Hebbal,2650.0,4.0,199.0,3
2755,Hebbal,1800.0,3.0,140.0,3
2756,Hebbal,1860.0,3.0,95.0,3
2757,Hebbal,2470.0,4.0,203.0,4
2758,Hebbal,1255.0,2.0,95.0,3
2759,Hebbal,1333.0,2.0,104.0,2
2760,Hebbal,1645.0,3.0,117.0,3
2761,Hebbal,2600.0,3.0,199.0,3
2762,Hebbal,1345.0,2.0,97.0,2
2763,Hebbal,1110.0,3.0,59.0,3
2764,Hebbal,985.0,2.0,62.0,2
2765,Hebbal,1320.0,2.0,91.0,2
2766,Hebbal,2388.0,3.0,195.0,3
2767,Hebbal,1040.0,2.0,55.0,2
2768,Hebbal,1315.0,3.0,65.0,3
2769,Hebbal,2600.0,3.0,195.0,3
2770,Hebbal,2630.0,5.0,188.0,4
2771,Hebbal,2790.0,5.0,198.0,4
2772,Hebbal,1645.0,3.0,113.0,3
2773,Hebbal,1355.0,3.0,83.87,3
2774,Hebbal,1420.0,2.0,99.39,2
2775,Hebbal,1590.0,3.0,96.0,3
2776,Hebbal,3520.0,5.0,320.0,3
2777,Hebbal,1162.0,2.0,69.0,2
2778,Hebbal,1100.0,2.0,60.0,2
2779,Hebbal,4235.0,5.0,364.0,4
2780,Hebbal,1299.0,2.0,97.0,2
2781,Hebbal,1255.0,3.0,77.68,3
2782,Hebbal,2470.0,5.0,192.0,4
2783,Hebbal,1645.0,3.0,117.0,3
2784,Hebbal,1920.0,3.0,134.0,3
2785,Hebbal,3520.0,5.0,240.0,3
2786,Hebbal,1920.0,3.0,150.0,3
2787,Hebbal,2375.0,4.0,189.0,4
2788,Hebbal,1420.0,2.0,99.26,2
2789,Hebbal,1252.0,2.0,92.0,2
2790,Hebbal,2790.0,4.0,198.0,4
2791,Hebbal,1162.0,2.0,59.0,2
2792,Hebbal,1294.0,2.0,115.0,2
2793,Hebbal,4225.0,6.0,359.0,4
2794,Hebbal,1150.0,2.0,57.0,2
2795,Hebbal,1740.0,2.0,137.0,3
2796,Hebbal,1430.0,3.0,85.0,3
2797,Hebbal,1662.0,3.0,155.0,3
2798,Hebbal,2250.0,3.0,219.0,3
2799,Hebbal,1349.0,2.0,98.0,2
2800,Hebbal,4000.0,6.0,370.0,4
2801,Hebbal,1349.0,2.0,96.8,2
2802,Hebbal Kempapura,1700.0,3.0,155.0,3
2803,Hebbal Kempapura,1800.0,3.0,175.0,3
2804,Hebbal Kempapura,2900.0,4.0,300.0,3
2805,Hebbal Kempapura,3522.0,3.0,380.0,3
2806,Hebbal Kempapura,2280.0,5.0,200.0,5
2807,Hebbal Kempapura,1200.0,2.0,125.0,2
2808,Hebbal Kempapura,2900.0,4.0,240.0,3
2809,Hebbal Kempapura,3900.0,5.0,360.0,4
2810,Hebbal Kempapura,1300.0,2.0,102.0,2
2811,Hebbal Kempapura,1466.0,2.0,140.0,3
2812,Hebbal Kempapura,3900.0,5.0,310.0,4
2813,Hebbal Kempapura,1725.0,2.0,165.0,3
2814,Hebbal Kempapura,1200.0,3.0,125.0,3
2815,Hebbal Kempapura,3408.0,3.0,260.0,3
2816,Hebbal Kempapura,1485.0,3.0,132.0,2
2817,Hebbal Kempapura,1400.0,2.0,108.0,2
2818,Hebbal Kempapura,1800.0,3.0,150.0,3
2819,Hebbal Kempapura,2400.0,5.0,200.0,5
2820,Hebbal Kempapura,2800.0,5.0,220.0,5
2821,Hebbal Kempapura,1785.0,3.0,165.0,3
2822,Hebbal Kempapura,3729.0,4.0,384.0,4
2823,Hebbal Kempapura,1600.0,3.0,170.0,3
2824,Hebbal Kempapura,1730.0,3.0,175.0,3
2825,Hebbal Kempapura,2485.0,4.0,198.0,4
2826,Hegde Nagar,1569.0,3.0,101.0,3
2827,Hegde Nagar,3000.0,7.0,210.0,6
2828,Hegde Nagar,2026.0,3.0,132.0,3
2829,Hegde Nagar,1801.0,3.0,115.0,3
2830,Hegde Nagar,1050.0,1.0,56.0,2
2831,Hegde Nagar,1341.0,2.0,97.0,2
2832,Hegde Nagar,2112.95,4.0,145.0,3
2833,Hegde Nagar,1200.0,4.0,83.0,4
2834,Hegde Nagar,1703.0,3.0,113.0,3
2835,Hegde Nagar,1570.0,3.0,105.0,3
2836,Hegde Nagar,1801.0,3.0,140.0,3
2837,Hegde Nagar,1584.01,3.0,103.0,3
2838,Hegde Nagar,1965.0,4.0,125.0,3
2839,Hegde Nagar,1200.0,2.0,75.0,2
2840,Hegde Nagar,1847.0,3.0,135.0,3
2841,Hegde Nagar,1965.0,4.0,132.0,3
2842,Hegde Nagar,1703.0,3.0,125.0,3
2843,Hegde Nagar,1847.0,3.0,125.0,3
2844,Hegde Nagar,2144.6,4.0,145.0,3
2845,Hegde Nagar,1718.0,3.0,119.0,3
2846,Hegde Nagar,1847.0,3.0,123.0,3
2847,Hegde Nagar,1340.0,2.0,72.0,2
2848,Hegde Nagar,2087.01,3.0,115.0,3
2849,Hegde Nagar,1703.0,3.0,130.0,3
2850,Hegde Nagar,2087.01,4.0,135.0,3
2851,Hegde Nagar,1718.0,3.0,130.0,3
2852,Hegde Nagar,1884.0,4.0,118.0,3
2853,Hegde Nagar,1930.0,4.0,122.0,3
2854,Hegde Nagar,1584.01,3.0,104.0,3
2855,Hegde Nagar,1168.0,2.0,68.0,3
2856,Hegde Nagar,2162.03,4.0,129.0,3
2857,Hegde Nagar,2087.01,4.0,160.0,3
2858,Hegde Nagar,1000.0,2.0,66.0,2
2859,Hegde Nagar,1348.0,2.0,80.5,3
2860,Hennur,1075.0,2.0,52.0,2
2861,Hennur,1255.0,2.0,52.32,2
2862,Hennur,1225.0,2.0,57.0,2
2863,Hennur,1255.0,2.0,57.5,2
2864,Hennur,1259.0,2.0,57.0,2
2865,Hennur,1255.0,2.0,53.5,2
2866,Hennur,1285.0,2.0,60.0,2
2867,Hennur,1285.0,2.0,60.0,2
2868,Hennur,1100.0,2.0,60.0,2
2869,Hennur,1231.0,2.0,48.0,2
2870,Hennur,1255.0,2.0,58.0,2
2871,Hennur,1040.0,2.0,42.12,2
2872,Hennur,1255.0,2.0,54.5,2
2873,Hennur,1041.0,2.0,40.6,2
2874,Hennur,1340.0,3.0,54.24,3
2875,Hennur,1255.0,2.0,55.5,2
2876,Hennur,1260.0,2.0,52.0,3
2877,Hennur,1231.0,2.0,50.0,2
2878,Hennur,2500.0,5.0,125.0,5
2879,Hennur,1160.0,2.0,49.0,2
2880,Hennur,2400.0,3.0,135.0,3
2881,Hennur,1255.0,2.0,53.5,2
2882,Hennur,1255.0,2.0,55.5,2
2883,Hennur,1100.0,2.0,44.55,2
2884,Hennur,1255.0,2.0,57.5,2
2885,Hennur,960.0,2.0,48.0,2
2886,Hennur,1020.0,2.0,48.0,2
2887,Hennur,1255.0,2.0,52.32,2
2888,Hennur,1295.0,2.0,64.0,2
2889,Hennur,1935.0,3.0,102.0,3
2890,Hennur,1655.0,2.0,70.5,3
2891,Hennur,1345.0,2.0,69.0,3
2892,Hennur,1255.0,2.0,58.0,2
2893,Hennur,1420.0,2.0,62.0,2
2894,Hennur,1155.0,2.0,54.5,2
2895,Hennur,1255.0,2.0,52.32,2
2896,Hennur,1255.0,2.0,52.35,2
2897,Hennur,3517.0,2.0,161.5,4
2898,Hennur,1340.0,2.0,54.27,3
2899,Hennur,1255.0,2.0,54.5,2
2900,Hennur,1830.0,2.0,113.0,3
2901,Hennur,1830.0,3.0,84.205,3
2902,Hennur,1255.0,2.0,55.5,2
2903,Hennur,1255.0,2.0,53.57,2
2904,Hennur,1255.0,2.0,56.5,2
2905,Hennur,1050.0,2.0,42.73,2
2906,Hennur,1295.0,2.0,62.0,2
2907,Hennur Road,2089.0,3.0,140.0,3
2908,Hennur Road,3203.0,2.0,224.5,4
2909,Hennur Road,5000.0,8.0,250.0,8
2910,Hennur Road,1385.0,2.0,83.09,2
2911,Hennur Road,1317.0,2.0,63.77,2
2912,Hennur Road,1500.0,2.0,62.0,3
2913,Hennur Road,2264.0,3.0,159.0,3
2914,Hennur Road,1157.0,2.0,84.0,2
2915,Hennur Road,1904.0,3.0,120.0,3
2916,Hennur Road,1891.0,3.0,109.0,3
2917,Hennur Road,1561.0,3.0,95.0,3
2918,Hennur Road,1192.0,2.0,60.0,3
2919,Hennur Road,2060.0,3.0,149.0,3
2920,Hennur Road,1482.0,2.0,92.0,3
2921,Hennur Road,1232.0,2.0,89.0,2
2922,Hennur Road,1065.0,2.0,42.6,2
2923,Hennur Road,1482.0,2.0,83.73,3
2924,Hennur Road,1482.0,2.0,87.0,3
2925,Hennur Road,1891.0,3.0,139.0,3
2926,Hennur Road,1703.0,3.0,101.0,3
2927,Hennur Road,1232.0,2.0,69.61,2
2928,Hennur Road,987.0,2.0,49.0,2
2929,Hennur Road,1804.0,3.0,102.0,3
2930,Hennur Road,2160.0,3.0,160.0,3
2931,Hennur Road,1186.0,2.0,63.0,3
2932,Hennur Road,1680.0,3.0,99.27,3
2933,Hennur Road,1065.0,2.0,42.6,2
2934,Hennur Road,1385.0,2.0,83.09,2
2935,Hennur Road,1186.0,2.0,56.0,3
2936,Hennur Road,2350.0,3.0,174.0,3
2937,Hennur Road,1586.0,3.0,93.94,3
2938,Hennur Road,1975.0,3.0,123.0,3
2939,Hennur Road,1664.0,2.0,93.865,3
2940,Hennur Road,1290.0,2.0,94.5,3
2941,Hennur Road,901.0,2.0,49.5,2
2942,Hennur Road,1445.0,3.0,86.56,3
2943,Hennur Road,1482.0,2.0,97.0,3
2944,Hennur Road,1182.0,2.0,82.5,2
2945,Hennur Road,1192.0,2.0,62.0,3
2946,Hennur Road,1036.0,2.0,59.46,2
2947,Hennur Road,1891.0,3.0,109.0,3
2948,Hennur Road,1232.0,2.0,69.61,2
2949,Hennur Road,1804.0,3.0,102.0,3
2950,Hennur Road,2320.0,3.0,170.0,3
2951,Hennur Road,1936.0,3.0,118.0,3
2952,Hennur Road,1480.0,2.0,65.0,2
2953,Hennur Road,1590.0,3.0,96.5,3
2954,Hennur Road,1445.0,2.0,105.0,3
2955,Hennur Road,1036.0,2.0,59.45,2
2956,Hennur Road,1832.0,3.0,125.0,3
2957,Hennur Road,1359.0,2.0,104.0,2
2958,Hennur Road,1341.0,2.0,75.76,2
2959,Hennur Road,1040.0,2.0,50.0,2
2960,Hennur Road,1685.0,3.0,95.0,3
2961,Hennur Road,1414.0,2.0,84.18,2
2962,Hennur Road,1949.0,3.0,133.0,3
2963,Hennur Road,1232.0,2.0,89.0,2
2964,Hennur Road,1250.0,2.0,77.88,3
2965,Hennur Road,2502.0,4.0,180.0,4
2966,Hennur Road,1831.0,3.0,110.0,3
2967,Hennur Road,1232.0,2.0,87.0,2
2968,Hennur Road,1232.0,2.0,74.0,2
2969,Hennur Road,1232.0,2.0,66.0,2
2970,Hennur Road,1341.0,2.0,95.0,2
2971,Hennur Road,2700.0,3.0,150.0,3
2972,Hennur Road,1232.0,2.0,88.0,2
2973,Hennur Road,2365.0,4.0,175.0,3
2974,Hennur Road,1310.0,2.0,66.0,2
2975,Hennur Road,1552.0,3.0,75.0,3
